"id", "prob"
141095237, 0.544741630554199
141094191, 0.533361732959747
141083802, 0.651925802230835
141103735, 0.69012451171875
141028031, 0.540203332901001
141107637, 0.522490203380585
140375605, 0.543244183063507
141107059, 0.628280401229858
141092279, 0.538013160228729
140900986, 0.630531132221222
141082990, 0.627729952335358
141092241, 0.569316387176514
141044244, 0.727152705192566
140894560, 0.602173566818237
141091922, 0.609022676944733
141099357, 0.571968197822571
141097116, 0.525640726089478
141123122, 0.584809362888336
141112447, 0.486393690109253
141067909, 0.583681523799896
140731064, 0.57723742723465
140483400, 0.53123527765274
141124214, 0.600407004356384
141089618, 0.607114136219025
141105934, 0.67384260892868
141042272, 0.489134401082993
140946825, 0.709827125072479
139967892, 0.542442858219147
140985876, 0.643517971038818
141105930, 0.669642508029938
139424232, 0.665667057037354
141084972, 0.511816799640656
140766554, 0.474452942609787
141072318, 0.573604702949524
141099140, 0.539460420608521
140985607, 0.643192231655121
141063548, 0.690688192844391
139405074, 0.530679285526276
139802285, 0.526349127292633
141049499, 0.567365050315857
141070993, 0.527075588703156
141090180, 0.537996649742126
141095515, 0.600820004940033
141048833, 0.59032416343689
140596150, 0.679583609104156
141092476, 0.513001561164856
141091793, 0.535290420055389
141098174, 0.510692000389099
141111102, 0.533329486846924
140985580, 0.524406731128693
141085597, 0.699763238430023
139512912, 0.451310247182846
141110092, 0.494495868682861
141110840, 0.562274277210236
141110722, 0.518914401531219
141101758, 0.458318740129471
141088786, 0.670973539352417
140736622, 0.608850538730621
140705621, 0.614274978637695
141109788, 0.530203461647034
140375011, 0.636647820472717
140985320, 0.736377894878387
141110059, 0.528837502002716
140892631, 0.660165071487427
141109428, 0.564024806022644
141080266, 0.533552706241608
141127268, 0.614369750022888
140446403, 0.51731812953949
140878991, 0.651240706443787
141097380, 0.537064075469971
140241719, 0.725646317005157
141092486, 0.666634798049927
141053315, 0.519807934761047
141078439, 0.664001882076263
141043651, 0.575448870658875
141124209, 0.619598269462585
141111772, 0.598707795143127
141092415, 0.567490816116333
141100541, 0.526943325996399
141085610, 0.548210620880127
140605573, 0.624735653400421
140799323, 0.58083313703537
141083450, 0.547394812107086
141092363, 0.511958122253418
140965593, 0.571083307266235
141080397, 0.537576377391815
140479201, 0.523519039154053
140973245, 0.596819043159485
141126245, 0.513758063316345
141123378, 0.511862337589264
141049029, 0.522772490978241
141125196, 0.560001134872437
141092636, 0.558439373970032
141102039, 0.526485204696655
141075623, 0.618572592735291
140768774, 0.537142097949982
139705995, 0.461850136518478
141099478, 0.50436007976532
140937255, 0.465607225894928
141060921, 0.550615966320038
141104995, 0.578713953495026
141112785, 0.603437423706055
139825632, 0.612465500831604
141089205, 0.468511462211609
140966834, 0.598224282264709
140902382, 0.670121490955353
141060314, 0.555661857128143
139053313, 0.698930084705353
140835921, 0.50162935256958
140707909, 0.51154899597168
141109065, 0.508716523647308
141111981, 0.565103888511658
